Product Name,Profit
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",13.1826
Southworth 25% Cotton Granite Paper & Envelopes,13.2108
Fiskars Spring-Action Scissors,13.4208
"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",13.459
Hammermill Color Copier Paper (28Lb. and 96 Bright),13.4865
"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",13.552
"Avery Durable Slant Ring Binders, No Labels",13.611600000000001
"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",13.644000000000002
Xerox 1990,13.728
Eldon Pizzaz Desk Accessories,13.736799999999999
Newell 343,13.7592
Recycled Pressboard Report Cover with Reinforced Top Hinge,13.759799999999998
Newell 336,13.781600000000001
Avery Durable Binders,13.824
RCA ViSYS 25423RE1 Corded phone,13.9986
Avery 509,14.041799999999999
Xerox 190,14.0436
Anker 24W Portable Micro USB Car Charger,14.0672
Faber Castell Col-Erase Pencils,14.083200000000001
American Pencil,14.189699999999998
"Master Caster Door Stop, Gray",14.224
"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",14.2975
"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",14.301
GBC Durable Plastic Covers,14.318999999999997
Newell 321,14.3664
Newell 318,14.4004
"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",14.55
"Master Caster Door Stop, Large Brown",14.56
"Sanford Colorific Scented Colored Pencils, 12/Pack",14.5948
Newell 331,14.6211
Xerox 1983,14.651
Avery Poly Binder Pockets,14.749600000000001
Avery Hole Reinforcements,14.827399999999999
SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,14.9184
SanDisk Cruzer 16 GB USB Flash Drive,14.924
JBL Micro Wireless Portable Bluetooth Speaker,14.997499999999995
Letter or Legal Size Expandable Poly String Tie Envelopes,15.0024
"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",15.049
Global Chrome Stack Chair,15.0832
Ibico Presentation Index for Binding Systems,15.0842
Durable Pressboard Binders,15.085999999999999
Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),15.0894
"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",15.0969
Regeneration Desk Collection,15.206399999999999
Wilson Jones data.warehouse D-Ring Binders with DublLock,15.307799999999999
Binder Clips by OIC,15.3328
Avery 498,15.3459
"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",15.3522
Dax Clear Box Frame,15.364799999999999
Xerox 1980,15.408
Newell 332,15.5232
Wilson Jones DublLock D-Ring Binders,15.525
Xerox 1958,15.552
"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",15.560799999999999
Rogers Handheld Barrel Pencil Sharpener,15.618
"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",15.663
Newell 350,15.744
First Data FD10 PIN Pad,15.800000000000004
"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",15.857600000000001
Cisco SPA 501G IP Phone,16.011
Document Clip Frames,16.0128
Belkin QODE FastFit Bluetooth Keyboard,16.107
"Verbatim Slim CD and DVD Storage Cases, 50/Pack",16.156
Kingston Digital DataTraveler 64GB USB 2.0,16.2144
Acco Translucent Poly Ring Binders,16.2864
Boston 16765 Mini Stand Up Battery Pencil Sharpener,16.324
Xerox 1998,16.3296
"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",16.3584
Xerox 1926,16.3842
Acco Perma 3000 Stacking Storage Drawers,16.5742
Xerox 207,16.5888
3-ring staple pack,16.6944
Avery Binding System Hidden Tab Executive Style Index Sets,16.733
"#10 Gummed Flap White Envelopes, 100/Box",16.7678
"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",16.8038
"Dixon My First Ticonderoga Pencil, #2",17.0235
Eldon Image Series Black Desk Accessories,17.0568
Stackable Trays,17.1248
Xerox 1972,17.424
"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",17.447799999999997
Xerox 1921,17.4825
PayAnywhere Card Reader,17.4825
iHome FM Clock Radio with Lightning Dock,17.4975
Bionaire 99.97% HEPA Air Cleaner,17.52
Imation Swivel Flash Drive USB flash drive - 8 GB,17.6235
Barrel Sharpener,17.6358
Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,17.766
"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",17.847
Newell 314,17.856
Samsung Replacement EH64AVFWE Premium Headset,17.875
"Sanford Colorific Eraseable Coloring Pencils, 12 Count",17.875999999999998
Griffin GC36547 PowerJolt SE Lightning Charger,17.992
"Acco Banker's Clasps, 5 3/4""-Long",18.0
Prestige Round Ring Binders,18.0576
Nontoxic Chalk,18.233600000000003
"GBC Laser Imprintable Binding System Covers, Desert Sand",18.408299999999997
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",18.412499999999998
"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",18.512
GBC VeloBind Cover Sets,18.527999999999995
Avery 491,18.6676
"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",18.778100000000002
Prang Dustless Chalk Sticks,18.816
Xerox 1953,18.832
Newell 333,18.848399999999998
Avery 517,18.8559
Flexible Leather- Look Classic Collection Ring Binder,18.940000000000005
Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,19.000799999999998
Colored Envelopes,19.0404
Boston 16701 Slimline Battery Pencil Sharpener,19.128
ACCOHIDE Binder by Acco,19.287100000000002
"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",19.4296
Xerox 199,19.688000000000002
"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",19.6908
Newell 328,19.7392
Advantus SlideClip Paper Clips,19.778
Advantus T-Pin Paper Clips,20.0244
"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",20.0928
Stockwell Push Pins,20.0996
Advantus Push Pins,20.2086
Acme Titanium Bonded Scissors,20.23
"TOPS Voice Message Log Book, Flash Format",20.372799999999998
Acme Value Line Scissors,20.44
Advantus Map Pennant Flags and Round Head Tacks,20.54
"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",20.636
Zebra Zazzle Fluorescent Highlighters,20.671999999999997
"Sanford Colorific Colored Pencils, 12/Box",20.735999999999997
DAX Cubicle Frames - 8x10,20.772
"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",20.8208
"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",20.8325
Microsoft Natural Keyboard Elite,20.957999999999995
2300 Heavy-Duty Transfer File Systems by Perma,20.9832
Acme Elite Stainless Steel Scissors,21.0168
"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",21.317999999999998
Akro-Mils 12-Gallon Tote,21.548099999999998
Ibico Plastic and Wire Spiral Binding Combs,21.580800000000004
Staple-on labels,21.5883
Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),21.598799999999997
EcoTones Memo Sheets,21.6
Recycled Easel Ring Binders,21.634000000000004
"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",21.7056
Xerox 215,21.7728
Fellowes Presentation Covers for Comb Binding Machines,21.825000000000003
Avery Hanging File Binders,21.8868
"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",21.96
Avery 520,22.05
"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",22.0584
Newell 351,22.107200000000002
Xerox 218,22.2912
Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,22.4224
Lenovo 17-Key USB Numeric Keypad,22.433400000000002
Fluorescent Highlighters by Dixon,22.4472
Avery 492,22.464
"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",22.47
Xerox 1896,22.4775
Bulldog Table or Wall-Mount Pencil Sharpener,22.582299999999996
Pyle PRT45 Retro Home Telephone,22.6764
Xerox 1927,22.683999999999997
"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",22.7115
Wausau Papers Astrobrights Colored Envelopes,22.7838
Avery 514,22.8384
G.E. Halogen Desk Lamp Bulbs,22.8944
Cardinal Holdit Business Card Pockets,22.908
Pressboard Data Binders by Wilson Jones,22.9086
Avery 496,22.950000000000003
Acco 6 Outlet Guardian Standard Surge Suppressor,22.971
"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",23.0445
Xerox 1950,23.177799999999998
Avery 488,23.183999999999997
Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,23.1884
Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,23.25
"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",23.265
Newell 35,23.288
"Executive Impressions 12"" Wall Clock",23.3244
Avery 501,23.3946
Eldon Expressions Mahogany Wood Desk Collection,23.4
Avery 493,23.4207
"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",23.53819999999999
Newell 31,23.6236
Wilson Jones Impact Binders,23.724400000000003
Xerox 206,23.846400000000003
Tuff Stuff Recycled Round Ring Binders,23.955399999999997
Avery 494,23.959799999999998
Acme Design Stainless Steel Bent Scissors,24.0084
Staple remover,24.067800000000002
Xerox 208,24.105600000000003
Convenience Packs of Business Envelopes,24.109199999999998
"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",24.139200000000002
Space Solutions HD Industrial Steel Shelving.,24.143700000000003
Bush Mission Pointe Library,24.156800000000004
"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",24.196
"Vtech AT&T CL2940 Corded Speakerphone, Black",24.2919
Presstex Flexible Ring Binders,24.569999999999997
Avery 511,24.64
"Crayola Anti Dust Chalk, 12/Pack",24.660999999999998
KeyTronic KT400U2 - Keyboard - Black,24.672
Xerox 1924,24.7384
"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",24.8054
Ideal Clamps,24.8637
#6 3/4 Gummed Flap White Envelopes,24.948
Advantus Panel Wall Acrylic Frame,25.162
Wilson Jones Leather-Like Binders with DublLock Round Rings,25.4916
Acco Hot Clips Clips to Go,25.497500000000002
Xerox 1965,25.714
Spiral Phone Message Books with Labels by Adams,25.759999999999998
G.E. Longer-Life Indoor Recessed Floodlight Bulbs,25.763199999999998
Ampad #10 Peel & Seel Holiday Envelopes,25.8048
Array Memo Cubes,25.848200000000002
Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,25.898
"DAX Metal Frame, Desktop, Stepped-Edge",26.1096
"6"" Cubicle Wall Clock, Black",26.211599999999997
Acme Office Executive Series Stainless Steel Trimmers,26.2242
Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,26.2808
Acme Preferred Stainless Steel Scissors,26.3552
Cardinal EasyOpen D-Ring Binders,26.506000000000004
Peel & Seel Envelopes,26.5392
OIC Stacking Trays,26.720000000000002
DIXON Ticonderoga Erasable Checking Pencils,26.784
Newell 341,26.8356
"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",26.854
Xerox 1974,26.91
Wilson Jones Standard D-Ring Binders,26.9192
Prang Drawing Pencil Set,27.0772
Xerox 1897,27.0912
O'Sullivan Cherrywood Estates Traditional Bookcase,27.193599999999996
Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,27.288800000000002
Fiskars Home & Office Scissors,27.3504
Avery 500,27.4856
"Ultra Door Kickplate, 8""H x 34""W",27.692
DAX Clear Channel Poster Frame,27.701999999999998
Xerox 1963,27.72
Manco Dry-Lighter Erasable Highlighter,27.968
Xerox 223,27.9936
Magna Visual Magnetic Picture Hangers,28.0524
Xerox 1899,28.090799999999998
Avery 506,28.166600000000003
"Eldon Image Series Desk Accessories, Burgundy",28.256800000000002
"Seth Thomas 16"" Steel Case Clock",28.257600000000004
"Eberhard Faber 3 1/2"" Golf Pencils",28.272000000000002
"Post-it Important Message Note Pad, Neon Colors, 50 Sheets/Pad",28.537599999999998
"Eldon 200 Class Desk Accessories, Black",28.6368
Xerox 1932,28.7064
Belkin 6 Outlet Metallic Surge Strip,28.749599999999997
Sabrent 4-Port USB 2.0 Hub,29.197
Avery Heavy-Duty EZD  Binder With Locking Rings,29.239199999999997
Park Ridge Embossed Executive Business Envelopes,29.2716
Tops Wirebound Message Log Books,29.281
"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",29.391599999999997
Avery Premier Heavy-Duty Binder with Round Locking Rings,29.416800000000002
Avery 515,29.445500000000003
"Contract Clock, 14"", Brown",29.453199999999995
QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,29.537499999999998
"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",29.5416
Avery Heavy-Duty EZD View Binder with Locking Rings,29.730800000000002
Newell 325,29.736
Things To Do Today Spiral Book,29.8584
Avoid Verbal Orders Carbonless Minifold Book,29.9468
Dell Slim USB Multimedia Keyboard,30.0
Acco Perma 4000 Stacking Storage Drawers,30.044
Xerox 1981,30.096
"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",30.2815
Poly String Tie Envelopes,30.293999999999997
Newell 347,30.3024
Xerox 1975,30.3264
"Linden 12"" Wall Clock With Oak Frame",30.582
"BIC Brite Liner Highlighters, Chisel Tip",30.5856
Southworth Parchment Paper & Envelopes,30.738
Wilson Jones Snap Scratch Pad Binder Tool for Ring Binders,30.739999999999995
Avery Non-Stick Heavy Duty View Round Locking Ring Binders,30.8568
BIC Brite Liner Highlighters,30.8844
VariCap6 Expandable Binder,31.14
"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",31.3092
Xerox 22,31.3632
Crate-A-Files,31.392
"Adams ""While You Were Out"" Message Pads",31.400000000000002
"GBC White Gloss Covers, Plain Front",31.421600000000005
Pastel Pink Envelopes,31.4496
"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",31.4712
Avery 52,31.475699999999996
Avery 49,31.564799999999998
"Master Giant Foot Doorstop, Safety Yellow",31.5744
"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",31.629199999999997
Xerox 231,31.8816
Xerox 1954,32.208
Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,32.25
AmazonBasics 3-Button USB Wired Mouse,32.2938
Avery 483,32.569199999999995
Xerox 1994,32.6592
Acrylic Self-Standing Desk Frames,32.7342
Xerox 1966,32.7888
Crayola Colored Pencils,32.8
Xerox 1902,32.8896
"Adams Telephone Message Books, 5 1/4 x 11",32.918
50 Colored Long Pencils,32.9184
Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,32.989000000000004
Acme Softgrip Scissors,33.1298
Xerox 221,33.1776
DAX Solid Wood Frames,33.3157
Xerox 198,33.4656
Xerox 200,33.696
Newell 315,33.787
WD My Passport Ultra 1TB Portable External Hard Drive,33.81
Safco Drafting Table,34.0704
Avery Hi-Liter Smear-Safe Highlighters,34.1056
"Quartet Omega Colored Chalk, 12/Pack",34.164
Avery 474,34.272
Newell 312,34.456
Avery 513,34.4616
Newell 309,34.65
"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",34.8996
Xerox 229,34.992000000000004
Lexmark S315 Color Inkjet Printer,34.996500000000005
Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,35.1288
Xerox 1946,35.2512
Xerox 210,35.2512
Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,35.297399999999996
Hoover Commercial SteamVac,35.308
"Angle-D Binders with Locking Rings, Label Holders",35.332
Avery 512,35.373599999999996
Nu-Dell Oak Frame,35.4576
OIC Bulk Pack Metal Binder Clips,35.598
"Personal Folder Holder, Ebony",35.872
Avery 487,35.9775
3M Hangers With Command Adhesive,36.001
"Memo Book, 100 Message Capacity, 5 3/8 x 11",36.396
Southworth Structures Collection,36.4
RCA ViSYS 25425RE1 Corded phone,36.4473
Fashion Color Clasp Envelopes,36.5175
Newell Chalk Holder,36.5918
KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,36.644400000000005
Ricoh - Ink Collector Unit for GX3000 Series Printers,36.916
Acme Tagit Stainless Steel Antibacterial Scissors,37.026
Deflect-O Glasstique Clear Desk Accessories,37.037
Wilson Jones Active Use Binders,37.0552
Xerox 2000,37.0656
"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",37.1059
"Elite 5"" Scissors",37.18
Personal File Boxes with Fold-Down Carry Handle,37.392
Ultra Door Push Plate,37.4142
Memorex Micro Travel Drive 4 GB,37.418
Harmony HEPA Quiet Air Purifiers,37.44
"Avery Durable Plastic 1"" Binders",37.5004
"Avery Flip-Chart Easel Binder, Black",37.8222
Avery Personal Creations Heavyweight Cards,37.8512
SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,37.9905
SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,38.012
Xerox 193,38.0926
Tensor Track Tree Floor Lamp,38.180899999999994
HP Office Paper (20Lb. and 87 Bright),38.2096
"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",38.2524
Xerox 224,38.6208
"Westinghouse Floor Lamp with Metal Mesh Shade, Black",38.6239
Cardinal Holdit Data Disk Pockets,38.7296
Prang Colored Pencils,38.808
Xerox 1967,38.879999999999995
Eldon 200 Class Desk Accessories,39.187200000000004
Xerox 1923,39.2784
Lock-Up Easel 'Spel-Binder',39.3714
Xerox 196,39.4196
"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",39.53
Super Decoflex Portable Personal File,39.5472
"TOPS Money Receipt Book, Consecutively Numbered in Red,",39.6495
Avery 48,39.69
Xerox 1957,39.7224
"DAX Copper Panel Document Frame, 5 x 7 Size",39.7528
Eldon Econocleat Chair Mats for Low Pile Carpets,39.8112
Avery 508,39.8201
Recycled Premium Regency Composition Covers,39.880799999999994
GBC Imprintable Covers,39.967200000000005
Classic Ivory Antique Telephone ZL1810,40.196
Xerox 1986,40.3472
Xerox 1920,40.365
Xerox 1992,40.365
"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",40.766999999999996
Xerox 1956,40.9032
Xerox 211,40.9536
Global Commerce Series Low-Back Swivel/Tilt Chairs,41.1168
Aluminum Screw Posts,41.202
Xerox 1999,41.2128
Avery 51,41.328
Holmes HEPA Air Purifier,41.382
Maxell 4.7GB DVD-RW 3/Pack,41.418
GBC Wire Binding Combs,41.5668
Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,41.64
Avery White Multi-Purpose Labels,41.832
"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",41.856
"Linden 10"" Round Wall Clock, Black",41.8672
"Eldon Expressions Wood and Plastic Desk Accessories, Oak",41.916
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",41.955799999999996
"DXL Angle-View Binders with Locking Rings, Black",42.0498
"GE 4 Foot Flourescent Tube, 40 Watt",42.2436
"Master Caster Door Stop, Large Neon Orange",42.2968
Avery Printable Repositionable Plastic Tabs,42.312000000000005
Memorex Froggy Flash Drive 4 GB,42.4214
Avery 480,42.45
Logitech Desktop MK120 Mouse and keyboard Combo,42.536
Avery 495,42.588
"Master Big Foot Doorstop, Beige",42.768
Stanley Bostitch Contemporary Electric Pencil Sharpeners,42.7896
"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",42.8982
Cisco SPA525G2 IP Phone - Wireless,43.092
Avery 481,43.120000000000005
"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6 x 11",43.1364
Logitech G13 Programmable Gameboard with LCD Display,43.194599999999994
"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",43.1991
"Advantus Push Pins, Aluminum Head",43.2264
Avery 478,43.3062
Xerox 1949,43.4256
Avery Metallic Poly Binders,43.4334
Xerox 1970,43.5252
Xerox 21,43.5456
Avery Non-Stick Binders,43.553
Xerox 1962,43.656
Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,43.706
"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",43.7144
"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",43.7772
Xerox 1900,44.084
"Global Stack Chair without Arms, Black",44.166000000000004
Westinghouse Clip-On Gooseneck Lamps,44.1936
Project Tote Personal File,44.1945
Panasonic KX TS3282B Corded phone,44.2746
Boston 1730 StandUp Electric Pencil Sharpener,44.4704
"Eldon 200 Class Desk Accessories, Burgundy",44.588
Longer-Life Soft White Bulbs,44.7216
Staple magnet,44.8092
"Tenex Personal Self-Stacking Standard File Box, Black/Gray",44.811499999999995
Xerox 1952,44.82
Wasp CCD Handheld Bar Code Reader,44.868
"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",44.985600000000005
Xerox 1987,45.3152
"Fiskars 8"" Scissors, 2/Pack",45.8584
Spigen Samsung Galaxy S5 Case Wallet,45.873000000000005
Grandstream GXP2100 Mainstream Business Phone,45.894000000000005
Griffin GC17055 Auxiliary Audio Cable,46.0544
Cardinal Slant-D Ring Binders,46.057
Xerox 201,46.1376
"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",46.137600000000006
Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,46.3276
Xerox 227,46.3968
"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",46.5566
Xerox 228,46.656
Xerox 219,46.656
Xerox Blank Computer Paper,46.953
"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",47.187
"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",47.223
Logitech K350 2.4Ghz Wireless Keyboard,47.2815
Office Star - Task Chair with Contemporary Loop Arms,47.3096
"Eldon 400 Class Desk Accessories, Black Carbon",47.6
"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",47.601
Xerox 1995,47.6928
C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,47.7257
Iris Project Case,47.88
Xerox 1971,47.936
"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",47.9844
"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",47.9968
Wilson Jones Legal Size Ring Binders,48.37800000000001
"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",48.5568
"Bush Cubix Collection Bookcases, Fully Assembled",48.6156
Sanford Liquid Accent Highlighters,48.630399999999995
"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",48.754999999999995
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",48.822
Avery File Folder Labels,48.8448
Fellowes Recycled Storage Drawers,48.8532
"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",49.084500000000006
Xerox 1928,49.104
Global Highback Leather Tilter in Burgundy,49.13459999999999
Avery 518,49.14
"Master Caster Door Stop, Brown",49.3776
"Array Parchment Paper, Assorted Colors",49.504000000000005
GBC Premium Transparent Covers with Diagonal Lined Pattern,49.51280000000001
Hewlett-Packard Deskjet 5550 Printer,49.761
Berol Giant Pencil Sharpener,49.780699999999996
"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",49.7952
Acme Galleria Hot Forged Steel Scissors with Colored Handles,49.8641
"Eldon Executive Woodline II Desk Accessories, Mahogany",50.008700000000005
JM Magazine Binder,50.1904
"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",50.228
HP Office Recycled Paper (20Lb. and 87 Bright),50.343799999999995
Fellowes Desktop Hanging File Manager,50.362500000000004
Apple EarPods with Remote and Mic,50.382
Logitech Media Keyboard K200,50.3856
AT&T CL2909,50.395999999999994
Storex Dura Pro Binders,50.5494
"Fellowes Smart Surge Ten-Outlet Protector, Platinum",50.5848
"ACCOHIDE 3-Ring Binder, Blue, 1""",50.7164
Xerox 213,50.803200000000004
Hanging Personal Folder File,51.025
"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",51.050799999999995
"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",51.105599999999995
File Shuttle I and Handi-File,51.42059999999999
Avery 516,51.535500000000006
Avery 519,51.6086
"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",52.007
"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",52.0344
#10 Self-Seal White Envelopes,52.123
Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),52.272
PowerGen Dual USB Car Charger,52.3476
"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",52.3746
Logitech M510 Wireless Mouse,52.3869
"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",52.447199999999995
"DAX Cubicle Frames, 8-1/2 x 11",52.4484
"DAX Value U-Channel Document Frames, Easel Back",52.4832
"Fellowes Personal Hanging Folder Files, Navy",52.6456
Cherry 142-key Programmable Keyboard,52.7692
Sony 32GB Class 10 Micro SDHC R40 Memory Card,52.794
"Eldon Stackable Tray, Side-Load, Legal, Smoke",52.8292
Xerox 204,52.8768
Self-Adhesive Removable Labels,52.92
Eureka Sanitaire  Commercial Upright,53.0272
Xerox 2,53.135999999999996
Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,53.268
Adjustable Personal File Tote,53.3984
BIC Liqua Brite Liner,53.576800000000006
Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,53.696
Logitech Wireless Touch Keyboard K400,53.7285
Strathmore Photo Frame Cards,53.8016
4009 Highlighters by Sanford,53.8096
"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",54.0728
Xerox 1947,54.119
"Leather Task Chair, Black",54.588
Avery 476,54.5986
"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",54.71640000000002
"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",54.8451
"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",55.062000000000005
"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",55.1004
"Wilson Jones Hanging View Binder, White, 1""",55.238
Wilson Jones Century Plastic Molded Ring Binders,55.2482
Portable Personal File Box,55.3113
Riverleaf Stik-Withit Designer Note Cubes,55.33
Lumber Crayons,55.357
"Eureka Hand Vacuum, Bagless",55.3616
Belkin Premiere Surge Master II 8-outlet surge protector,55.38120000000001
Acco 3-Hole Punch,55.538399999999996
"Eldon Image Series Desk Accessories, Ebony",55.822
Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),55.9728
NeatDesk Desktop Scanner & Digital Filing System,55.9986
Nu-Dell Float Frame 11 x 14 1/2,56.0352
"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",56.1184
"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾ x 11",56.16
Aluminum Document Frame,56.211999999999996
"Tennsco Lockers, Sand",56.2264
Xerox 230,56.2464
Eldon Advantage Chair Mats for Low to Medium Pile Carpets,56.303000000000004
Xerox 232,56.5056
Xerox 212,57.024
Fellowes Superior 10 Outlet Split Surge Protector,57.09
Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,57.3278
Ibico Covers for Plastic or Wire Binding Elements,57.5
Xerox 1907,57.716
HP Standard 104 key PS/2 Keyboard,58.0
"Neat Ideas Personal Hanging Folder Files, Black",58.0176
